medicine_id,medicine_name,generic_name,manufacturer,category,dosage_form,strength,unit_price,stock_quantity,reorder_level,expiry_date,status
MED00238,Amlodipine,Azithromycin,Abbott,Respiratory,Drops,5 ml,1020.0,825,22,2027-03-15,Available
MED00239,Calcium,Rabeprazole,Alkem,Antacid,Injection,10 ml,697.16,196,43,2027-01-16,Available
MED00240,Ceftriaxone,Montelukast,Sun Pharma,Antacid,Capsule,10 ml,113.2,490,27,2028-12-24,Available
MED00241,Amoxicillin,Atorvastatin,Lupin,Cardiology,Drops,100 mg,550.28,473,36,2026-09-09,Available
MED00242,Aspirin,Atorvastatin,Cipla,Cardiology,Syrup,50 mg,1161.76,69,49,2027-06-03,Available
MED00243,Telmisartan,Atorvastatin,Sun Pharma,Respiratory,Drops,250 mg,27.89,768,72,2028-07-17,Available
MED00244,Calcium,Calcium,Alkem,Antacid,Drops,650 mg,387.14,249,39,2027-12-01,Available
MED00245,Iron Tablets,Pantoprazole,GSK,Antacid,Drops,5 ml,611.13,819,53,2029-03-22,Available
MED00246,Dolo 650,Losartan,Sun Pharma,Antidiabetic,Drops,50 mg,1309.5,971,34,2029-05-30,Available
MED00247,Domperidone,Pantoprazole,Alkem,Antibiotic,Capsule,250 mg,404.34,472,85,2027-06-13,Available
MED00248,Metformin,Ceftriaxone,Torrent,Antidiabetic,Injection,50 mg,314.98,516,60,2027-05-29,Available
MED00249,Salbutamol,ORS,Torrent,Cardiology,Capsule,650 mg,1067.53,705,41,2026-09-23,Available
MED00250,Calcium,Omeprazole,Pfizer,Painkiller,Injection,500 mg,854.89,136,31,2027-01-24,Available
MED00251,Atorvastatin,Cefixime,Pfizer,Antibiotic,Capsule,50 mg,279.7,102,51,2028-03-12,Available
MED00252,Montelukast,Amlodipine,Lupin,Antacid,Drops,250 mg,218.17,351,73,2028-06-01,Available
MED00253,Diclofenac,Crocin,Torrent,Painkiller,Syrup,250 mg,1402.28,456,32,2027-05-20,Available
MED00254,Aspirin,Telmisartan,Sun Pharma,Antibiotic,Drops,250 mg,930.34,751,74,2026-07-18,Available
MED00255,Dolo 650,Domperidone,Lupin,Vitamin,Drops,50 mg,604.17,992,43,2028-12-15,Available
MED00256,Salbutamol,Ibuprofen,GSK,Antibiotic,Tablet,100 mg,1148.56,623,82,2027-04-24,Available
MED00257,Paracetamol,Paracetamol,GSK,Antidiabetic,Syrup,250 mg,283.24,745,96,2028-01-08,Available
MED00258,Calcium,Diclofenac,GSK,Cardiology,Injection,500 mg,778.75,521,52,2028-05-17,Available
MED00259,Ibuprofen,Domperidone,Dr. Reddy's,Antacid,Injection,50 mg,591.2,238,93,2029-04-29,Available
MED00260,Calcium,Levocetirizine,Lupin,Cardiology,Syrup,50 mg,521.37,977,92,2027-07-03,Available
MED00261,Montelukast,Amlodipine,Abbott,General Medicine,Tablet,500 mg,240.22,925,91,2027-12-30,Available
MED00262,Cefixime,Ondansetron,Torrent,Antibiotic,Drops,50 mg,1225.79,552,63,2027-03-28,Available
MED00263,Calcium,Montelukast,GSK,Painkiller,Injection,500 mg,1256.82,56,68,2027-07-29,Available
MED00264,ORS,Vitamin D3,Lupin,Antacid,Drops,650 mg,1480.79,109,73,2028-09-23,Available
MED00265,Omeprazole,Pantoprazole,Dr. Reddy's,Vitamin,Tablet,10 ml,225.07,731,38,2027-09-25,Available
MED00266,Ranitidine,Amoxicillin,Lupin,Respiratory,Injection,10 ml,501.24,81,47,2028-09-12,Available
MED00267,Vitamin D3,Ondansetron,Lupin,Vitamin,Tablet,50 mg,634.96,736,34,2028-10-02,Available
MED00268,Dolo 650,Domperidone,GSK,Cardiology,Injection,5 ml,1021.28,258,64,2029-06-23,Available
MED00269,Amoxicillin,Diclofenac,Sun Pharma,Antibiotic,Tablet,10 ml,972.73,438,78,2027-03-25,Available
MED00270,Paracetamol,Rabeprazole,Torrent,Vitamin,Drops,50 mg,1279.46,59,39,2027-01-21,Available
MED00271,Cefixime,Cefixime,Cipla,Antidiabetic,Syrup,10 ml,1487.5,728,40,2026-07-27,Available
MED00272,Ceftriaxone,Salbutamol,Pfizer,Cardiology,Syrup,500 mg,1437.88,614,87,2027-05-18,Available
MED00273,Calcium,Ceftriaxone,Cipla,Antidiabetic,Tablet,500 mg,357.97,528,80,2027-03-05,Available
MED00274,Cefixime,Vitamin D3,Mankind,Vitamin,Capsule,5 ml,803.4,777,33,2027-06-21,Available
MED00275,ORS,Omeprazole,Cipla,Antidiabetic,Capsule,10 ml,905.87,571,100,2029-03-20,Available
MED00276,Ibuprofen,Rabeprazole,Lupin,General Medicine,Capsule,250 mg,1021.92,651,39,2027-09-29,Available
MED00277,Telmisartan,Domperidone,Cipla,Antibiotic,Drops,250 mg,687.41,953,76,2028-10-25,Available
MED00278,Ondansetron,Atorvastatin,Sun Pharma,Respiratory,Syrup,5 ml,1396.35,366,55,2027-04-01,Available
MED00279,Crocin,Montelukast,Alkem,Cardiology,Tablet,100 mg,1049.05,572,88,2026-08-26,Available
MED00280,Cefixime,Amlodipine,Lupin,Vitamin,Tablet,10 ml,444.29,364,74,2027-09-02,Available
MED00281,Cetirizine,Crocin,Pfizer,Antacid,Tablet,100 mg,575.91,568,54,2026-10-26,Available
MED00282,Vitamin D3,Azithromycin,Alkem,Painkiller,Tablet,250 mg,107.08,369,69,2026-07-06,Available
MED00283,ORS,Paracetamol,Sun Pharma,Vitamin,Drops,50 mg,247.63,438,90,2029-05-25,Available
MED00284,Losartan,Dolo 650,GSK,Painkiller,Capsule,650 mg,865.97,200,24,2028-07-17,Available
MED00285,Pantoprazole,Pantoprazole,Alkem,Antibiotic,Capsule,50 mg,107.38,306,83,2028-11-28,Available
MED00286,Amlodipine,Omeprazole,Alkem,Antidiabetic,Capsule,650 mg,60.83,195,64,2026-11-07,Available
MED00287,Dolo 650,Ondansetron,Lupin,Antacid,Capsule,100 mg,888.68,965,51,2027-11-13,Available
MED00288,Amoxicillin,Vitamin D3,Abbott,Painkiller,Drops,250 mg,256.83,724,77,2029-01-24,Available
MED00289,Ibuprofen,Cefixime,Mankind,Antacid,Syrup,50 mg,398.24,68,80,2028-12-13,Available
MED00290,Domperidone,Ceftriaxone,Dr. Reddy's,General Medicine,Capsule,5 ml,44.74,563,42,2028-10-16,Available
MED00291,Amlodipine,Crocin,Lupin,Antacid,Drops,650 mg,165.48,1000,82,2027-04-14,Available
MED00292,Levocetirizine,Azithromycin,Mankind,Cardiology,Capsule,100 mg,453.87,768,63,2027-09-21,Available
MED00293,Paracetamol,Domperidone,Lupin,Antacid,Tablet,500 mg,370.11,822,79,2027-01-10,Available
MED00294,Cefixime,Telmisartan,GSK,Respiratory,Syrup,500 mg,374.28,219,99,2027-01-08,Available
MED00295,Atorvastatin,Iron Tablets,Dr. Reddy's,Antidiabetic,Capsule,500 mg,762.7,867,90,2027-02-13,Available
MED00296,Ibuprofen,Rabeprazole,Lupin,Vitamin,Tablet,10 ml,777.4,103,54,2029-04-04,Available
MED00297,Aspirin,Ibuprofen,Lupin,Respiratory,Capsule,650 mg,945.44,486,70,2028-12-26,Available
MED00298,Atorvastatin,Azithromycin,Cipla,Antibiotic,Drops,10 ml,798.03,317,58,2027-03-26,Available
MED00299,Dolo 650,Cefixime,Mankind,Antibiotic,Tablet,500 mg,1344.57,246,75,2027-09-24,Available
MED00300,Dolo 650,Montelukast,Dr. Reddy's,Painkiller,Drops,100 mg,274.49,825,41,2029-05-27,Available
MED00301,Telmisartan,Iron Tablets,Pfizer,Antacid,Tablet,250 mg,1166.34,967,53,2028-05-20,Available
MED00302,Ceftriaxone,Iron Tablets,Cipla,Cardiology,Tablet,250 mg,817.05,89,57,2026-10-24,Available
MED00303,Cefixime,Levocetirizine,Mankind,Vitamin,Drops,50 mg,530.41,592,71,2029-04-27,Available
MED00304,Losartan,Metformin,Abbott,General Medicine,Tablet,50 mg,1155.09,628,60,2028-03-09,Available
MED00305,Ranitidine,Atorvastatin,Alkem,Cardiology,Syrup,500 mg,783.24,884,56,2028-05-20,Available
MED00306,Cetirizine,Pantoprazole,Mankind,Painkiller,Tablet,10 ml,931.09,470,29,2029-04-28,Available
MED00307,Domperidone,Diclofenac,Mankind,Cardiology,Tablet,10 ml,727.89,721,70,2028-06-12,Available
MED00308,Paracetamol,Calcium,Mankind,Painkiller,Tablet,250 mg,725.59,953,22,2028-06-21,Available
MED00309,Diclofenac,Cetirizine,Cipla,Painkiller,Capsule,50 mg,1028.58,633,85,2027-12-27,Available
MED00310,Paracetamol,Salbutamol,Alkem,Vitamin,Syrup,10 ml,975.11,734,63,2029-03-08,Available
MED00311,Pantoprazole,Domperidone,Cipla,Painkiller,Injection,250 mg,421.46,168,36,2027-12-19,Available
MED00312,Salbutamol,Levocetirizine,Cipla,Antibiotic,Syrup,650 mg,731.48,871,82,2028-08-09,Available
MED00313,Azithromycin,Aspirin,GSK,Painkiller,Tablet,5 ml,739.31,396,78,2028-06-10,Available
MED00314,Insulin,Crocin,Alkem,Respiratory,Syrup,500 mg,366.4,778,28,2028-08-25,Available
MED00315,Diclofenac,Cefixime,Sun Pharma,Antacid,Injection,5 ml,29.49,72,92,2028-07-08,Available
MED00316,Amoxicillin,Ceftriaxone,Abbott,Respiratory,Capsule,100 mg,153.82,576,95,2026-08-14,Available
MED00317,Levocetirizine,Dolo 650,Torrent,Painkiller,Syrup,5 ml,947.41,533,90,2027-08-27,Available
MED00318,Ondansetron,Ibuprofen,Cipla,Cardiology,Syrup,650 mg,258.91,979,53,2028-09-01,Available
MED00319,Calcium,Iron Tablets,Mankind,Antidiabetic,Capsule,10 ml,1460.83,121,73,2029-03-22,Available
MED00320,Ranitidine,ORS,Alkem,Cardiology,Syrup,250 mg,122.06,518,84,2027-11-13,Available
MED00321,Insulin,Ibuprofen,Pfizer,Painkiller,Tablet,650 mg,547.41,318,42,2029-01-23,Available
MED00322,Calcium,Ranitidine,Sun Pharma,Cardiology,Capsule,10 ml,675.56,709,53,2028-08-18,Available
MED00323,Aspirin,Vitamin D3,Pfizer,Antacid,Capsule,650 mg,1189.59,388,24,2028-03-02,Available
MED00324,Levocetirizine,Metformin,Torrent,Antidiabetic,Tablet,50 mg,609.95,552,58,2027-04-20,Available
MED00325,Iron Tablets,Iron Tablets,GSK,Painkiller,Syrup,5 ml,950.62,878,27,2028-09-29,Available
MED00326,Paracetamol,Azithromycin,Lupin,Respiratory,Tablet,10 ml,76.12,983,25,2028-08-03,Available
MED00327,Ceftriaxone,Domperidone,GSK,Antacid,Tablet,10 ml,51.69,798,59,2029-03-01,Available
MED00328,Amlodipine,Ibuprofen,Torrent,Antacid,Injection,250 mg,255.22,839,91,2026-11-08,Available
MED00329,Domperidone,Azithromycin,Abbott,Vitamin,Tablet,100 mg,741.91,120,82,2027-01-19,Available
MED00330,Metformin,Crocin,Mankind,Antacid,Syrup,100 mg,1496.7,961,77,2026-12-09,Available
MED00331,Montelukast,Levocetirizine,Alkem,General Medicine,Syrup,650 mg,180.6,769,78,2026-11-28,Available
MED00332,Montelukast,Ceftriaxone,Sun Pharma,General Medicine,Injection,250 mg,496.8,255,65,2028-10-02,Available
MED00333,Atorvastatin,Pantoprazole,Pfizer,Respiratory,Drops,50 mg,872.38,264,35,2026-09-02,Available
MED00334,Ceftriaxone,Vitamin D3,Abbott,Antibiotic,Drops,10 ml,616.87,396,97,2029-05-06,Available
MED00335,Aspirin,Ondansetron,Pfizer,Antibiotic,Injection,500 mg,740.13,699,35,2027-11-10,Available
MED00336,Insulin,Crocin,Lupin,Vitamin,Syrup,10 ml,1041.67,528,46,2027-04-01,Available
MED00337,Cetirizine,Calcium,Mankind,Respiratory,Injection,10 ml,352.09,627,44,2028-05-23,Available
MED00338,Cetirizine,Pantoprazole,Pfizer,Antidiabetic,Capsule,50 mg,628.83,362,74,2027-08-05,Available
MED00339,Losartan,Diclofenac,Abbott,Vitamin,Capsule,650 mg,1378.56,540,38,2027-12-12,Available
MED00340,Amlodipine,Losartan,Alkem,General Medicine,Syrup,5 ml,1323.27,856,95,2027-08-22,Available
MED00341,Amoxicillin,Diclofenac,Alkem,Antibiotic,Syrup,100 mg,580.59,634,62,2027-09-12,Available
MED00342,Ceftriaxone,Calcium,Dr. Reddy's,Cardiology,Tablet,5 ml,128.34,324,54,2026-09-20,Available
MED00343,Iron Tablets,Crocin,Alkem,Antidiabetic,Drops,250 mg,1414.63,389,27,2027-11-10,Available
MED00344,Salbutamol,Salbutamol,Dr. Reddy's,Antacid,Capsule,650 mg,1263.23,56,87,2026-10-01,Available
MED00345,Iron Tablets,Crocin,Cipla,Painkiller,Drops,50 mg,127.0,113,47,2028-09-11,Available
MED00346,Cetirizine,Omeprazole,Abbott,Antidiabetic,Injection,650 mg,365.9,948,25,2028-03-16,Available
MED00347,Calcium,Ceftriaxone,Lupin,Respiratory,Capsule,10 ml,773.98,890,95,2028-07-01,Available
MED00348,Atorvastatin,Montelukast,Dr. Reddy's,Antibiotic,Syrup,10 ml,1353.72,260,85,2028-08-04,Available
MED00349,ORS,Telmisartan,Pfizer,Painkiller,Injection,650 mg,1427.47,982,38,2029-04-24,Available
MED00350,Vitamin D3,Paracetamol,Abbott,Vitamin,Injection,50 mg,1340.95,658,21,2027-12-25,Available
MED00351,Atorvastatin,Dolo 650,Pfizer,Painkiller,Tablet,250 mg,1148.84,698,96,2027-01-31,Available
MED00352,Paracetamol,Ranitidine,Torrent,Painkiller,Injection,100 mg,1022.26,837,72,2028-02-10,Available
MED00353,Calcium,Amoxicillin,Pfizer,Vitamin,Capsule,10 ml,921.89,706,24,2026-12-09,Available
MED00354,Losartan,Cetirizine,Dr. Reddy's,Painkiller,Syrup,650 mg,1253.84,647,87,2029-01-22,Available
MED00355,Aspirin,Paracetamol,Sun Pharma,Respiratory,Tablet,250 mg,337.43,676,24,2028-02-06,Available
MED00356,Aspirin,Crocin,Alkem,Vitamin,Tablet,10 ml,1377.78,483,44,2027-09-17,Available
MED00357,Levocetirizine,Insulin,Cipla,Respiratory,Drops,5 ml,442.49,523,78,2029-03-31,Available
MED00358,Calcium,Iron Tablets,Mankind,Painkiller,Capsule,50 mg,1324.77,634,25,2028-10-23,Available
MED00359,Vitamin D3,Amlodipine,Torrent,General Medicine,Tablet,5 ml,940.78,140,25,2026-09-18,Available
MED00360,Paracetamol,Iron Tablets,Dr. Reddy's,Vitamin,Syrup,650 mg,775.78,677,84,2029-05-29,Available
MED00361,Iron Tablets,Omeprazole,Cipla,Respiratory,Syrup,500 mg,1317.94,796,26,2027-08-16,Available
MED00362,Salbutamol,Pantoprazole,Lupin,Antacid,Injection,5 ml,13.69,620,61,2027-11-15,Available
MED00363,Iron Tablets,Metformin,Cipla,Antidiabetic,Syrup,50 mg,225.57,280,80,2027-10-26,Available
MED00364,Losartan,Ondansetron,Cipla,Antidiabetic,Syrup,10 ml,1386.96,715,61,2026-08-23,Available
MED00365,ORS,Azithromycin,Torrent,Antidiabetic,Injection,100 mg,977.3,920,88,2029-06-04,Available
MED00366,Losartan,Losartan,Torrent,Respiratory,Capsule,10 ml,284.59,881,39,2027-12-07,Available
MED00367,Ibuprofen,Azithromycin,Alkem,Antacid,Injection,10 ml,1363.25,976,88,2026-12-24,Available
MED00368,Montelukast,Losartan,Cipla,Cardiology,Tablet,500 mg,314.65,179,63,2029-05-28,Available
MED00369,Rabeprazole,Ranitidine,GSK,Vitamin,Capsule,5 ml,1409.84,890,32,2029-06-07,Available
MED00370,Dolo 650,Omeprazole,Sun Pharma,Vitamin,Tablet,50 mg,608.82,306,26,2026-12-16,Available
MED00371,ORS,Diclofenac,Abbott,Painkiller,Drops,50 mg,1290.83,619,66,2029-03-20,Available
MED00372,Montelukast,Cefixime,Pfizer,Antibiotic,Drops,5 ml,714.39,831,48,2027-08-09,Available
MED00373,Metformin,Levocetirizine,Alkem,Antidiabetic,Injection,250 mg,215.41,371,67,2029-04-27,Available
MED00374,Diclofenac,Salbutamol,Alkem,Painkiller,Capsule,650 mg,1350.75,471,77,2026-10-15,Available
MED00375,Dolo 650,Levocetirizine,Pfizer,Antibiotic,Capsule,650 mg,915.95,124,48,2027-04-27,Available
MED00376,Rabeprazole,Crocin,Lupin,Antidiabetic,Injection,500 mg,554.82,601,55,2029-01-19,Available
MED00377,Rabeprazole,Ranitidine,Lupin,Painkiller,Syrup,650 mg,29.79,112,98,2028-09-09,Available
MED00378,Paracetamol,Amoxicillin,Abbott,Antacid,Drops,10 ml,974.06,559,75,2029-02-27,Available
MED00379,Insulin,Ondansetron,Mankind,Cardiology,Capsule,10 ml,1356.24,626,40,2028-06-14,Available
MED00380,Diclofenac,Omeprazole,Torrent,Cardiology,Drops,500 mg,311.19,891,55,2029-06-20,Available
MED00381,Rabeprazole,Pantoprazole,Sun Pharma,Antibiotic,Syrup,250 mg,1428.66,367,34,2027-05-15,Available
MED00382,Atorvastatin,Amlodipine,Sun Pharma,Painkiller,Capsule,5 ml,254.55,896,100,2028-02-12,Available
MED00383,Ibuprofen,Omeprazole,Dr. Reddy's,Painkiller,Injection,500 mg,582.7,378,41,2027-08-14,Available
MED00384,Calcium,Metformin,Sun Pharma,Antacid,Capsule,50 mg,979.12,276,25,2029-04-06,Available
MED00385,Ondansetron,Paracetamol,Mankind,Painkiller,Tablet,100 mg,1223.4,130,41,2027-07-27,Available
MED00386,Azithromycin,Metformin,Pfizer,Antibiotic,Capsule,250 mg,883.96,117,33,2028-03-26,Available
MED00387,Diclofenac,Crocin,Sun Pharma,Antidiabetic,Tablet,250 mg,1114.37,758,64,2028-09-05,Available
MED00388,Cefixime,Azithromycin,Torrent,Antidiabetic,Injection,10 ml,1347.16,283,47,2027-07-28,Available
MED00389,Paracetamol,Dolo 650,Dr. Reddy's,Respiratory,Drops,500 mg,203.72,843,69,2029-02-22,Available
MED00390,Telmisartan,Cetirizine,Dr. Reddy's,Respiratory,Injection,100 mg,990.24,171,30,2027-09-28,Available
MED00391,Telmisartan,Vitamin D3,Abbott,Painkiller,Injection,250 mg,779.88,769,46,2029-02-20,Available
MED00392,Telmisartan,Domperidone,Abbott,Antacid,Injection,5 ml,1431.28,465,96,2026-10-07,Available
MED00393,Telmisartan,Rabeprazole,Torrent,Painkiller,Tablet,500 mg,443.55,977,89,2026-06-29,Available
MED00394,Cefixime,Ondansetron,Cipla,General Medicine,Injection,250 mg,1167.58,128,38,2028-03-09,Available
MED00395,Ranitidine,Losartan,Alkem,Painkiller,Syrup,5 ml,57.73,280,22,2028-09-18,Available
MED00396,Azithromycin,Cetirizine,Dr. Reddy's,Antibiotic,Drops,50 mg,553.67,668,82,2027-12-07,Available
MED00397,Insulin,Metformin,Alkem,Painkiller,Drops,650 mg,1168.64,992,92,2028-09-01,Available
MED00398,Levocetirizine,Ceftriaxone,Mankind,Antibiotic,Drops,5 ml,553.8,613,58,2028-03-22,Available
MED00399,Vitamin D3,Omeprazole,Cipla,General Medicine,Injection,500 mg,41.35,97,91,2027-06-19,Available
MED00400,Cefixime,Pantoprazole,Alkem,General Medicine,Tablet,50 mg,658.55,745,27,2028-03-21,Available
MED00401,Levocetirizine,Ibuprofen,Abbott,Vitamin,Tablet,650 mg,1119.9,652,62,2027-07-22,Available
MED00402,Paracetamol,Aspirin,Dr. Reddy's,General Medicine,Tablet,500 mg,219.55,342,42,2028-12-15,Available
MED00403,Metformin,Vitamin D3,Sun Pharma,Painkiller,Drops,500 mg,655.33,95,99,2028-10-13,Available
MED00404,Ibuprofen,Amlodipine,Cipla,Antacid,Tablet,250 mg,1188.87,217,51,2027-06-29,Available
MED00405,Ceftriaxone,Dolo 650,Sun Pharma,Painkiller,Drops,250 mg,984.66,836,31,2026-12-31,Available
MED00406,Montelukast,Pantoprazole,Mankind,General Medicine,Injection,10 ml,1226.01,999,26,2028-09-24,Available
MED00407,ORS,Levocetirizine,Cipla,Antacid,Capsule,500 mg,332.91,463,27,2028-05-27,Available
MED00408,Diclofenac,Calcium,Torrent,Painkiller,Injection,10 ml,341.76,737,41,2027-04-12,Available
MED00409,Losartan,Cetirizine,Pfizer,General Medicine,Tablet,250 mg,1369.44,676,74,2027-07-15,Available
MED00410,Domperidone,Vitamin D3,Lupin,Vitamin,Injection,250 mg,861.81,832,75,2027-02-25,Available
MED00411,Ondansetron,Paracetamol,Pfizer,Antibiotic,Injection,500 mg,1484.27,115,56,2027-05-18,Available
MED00412,Azithromycin,Domperidone,Dr. Reddy's,Vitamin,Capsule,10 ml,858.87,415,70,2029-04-10,Available
MED00413,Amoxicillin,Omeprazole,Lupin,Antacid,Drops,5 ml,1193.73,693,50,2029-05-03,Available
MED00414,Iron Tablets,Salbutamol,Alkem,Painkiller,Tablet,500 mg,1380.77,205,94,2026-10-20,Available
MED00415,Crocin,Montelukast,Torrent,Painkiller,Drops,10 ml,1351.9,609,41,2026-10-28,Available
MED00416,Aspirin,Iron Tablets,Abbott,Painkiller,Capsule,100 mg,974.33,683,56,2029-02-21,Available
MED00417,Montelukast,Paracetamol,Abbott,Antibiotic,Syrup,500 mg,700.79,925,62,2028-05-05,Available
MED00418,Telmisartan,Iron Tablets,Mankind,Cardiology,Capsule,650 mg,1471.93,626,38,2027-03-25,Available
MED00419,Ranitidine,Dolo 650,Cipla,Vitamin,Capsule,50 mg,443.06,285,28,2026-10-22,Available
MED00420,Ranitidine,Dolo 650,Sun Pharma,Painkiller,Tablet,50 mg,85.49,395,40,2029-05-24,Available
MED00421,Atorvastatin,Crocin,Abbott,Antibiotic,Syrup,10 ml,750.44,659,23,2027-08-20,Available
MED00422,Domperidone,Azithromycin,Alkem,Vitamin,Injection,5 ml,1176.28,62,52,2028-07-18,Available
MED00423,Levocetirizine,Vitamin D3,Lupin,Antibiotic,Drops,650 mg,490.65,769,95,2027-11-01,Available
MED00424,Losartan,ORS,Sun Pharma,Respiratory,Injection,5 ml,1334.23,494,46,2027-06-16,Available
MED00425,Azithromycin,Losartan,Mankind,Antidiabetic,Injection,100 mg,409.03,409,37,2028-07-21,Available
MED00426,Vitamin D3,Ranitidine,Pfizer,Antacid,Injection,500 mg,1359.57,290,38,2027-11-18,Available
MED00427,Domperidone,Ondansetron,GSK,Painkiller,Tablet,5 ml,655.39,543,66,2027-08-03,Available
MED00428,Domperidone,Ranitidine,Torrent,Antidiabetic,Tablet,50 mg,636.27,942,58,2026-11-10,Available
MED00429,Calcium,Metformin,Alkem,General Medicine,Drops,5 ml,877.48,147,41,2027-11-28,Available
MED00430,Ceftriaxone,Ranitidine,Pfizer,Antidiabetic,Injection,500 mg,434.55,668,86,2029-05-25,Available
MED00431,Levocetirizine,Ibuprofen,Mankind,Vitamin,Syrup,100 mg,629.7,787,21,2028-08-23,Available
MED00432,Rabeprazole,Cetirizine,Sun Pharma,General Medicine,Drops,10 ml,1184.61,762,56,2028-09-22,Available
MED00433,Amlodipine,Atorvastatin,Alkem,Antibiotic,Tablet,650 mg,1395.32,287,72,2029-06-22,Available
MED00434,Cetirizine,Cefixime,Sun Pharma,Cardiology,Tablet,5 ml,400.57,603,75,2027-03-19,Available
MED00435,Domperidone,Rabeprazole,Pfizer,Painkiller,Capsule,5 ml,1121.75,714,20,2028-10-04,Available
MED00436,Rabeprazole,Montelukast,Dr. Reddy's,Painkiller,Tablet,500 mg,80.34,998,95,2028-04-22,Available
MED00437,Salbutamol,Ranitidine,Dr. Reddy's,General Medicine,Capsule,650 mg,308.37,530,40,2027-05-24,Available
MED00438,Paracetamol,Cetirizine,Mankind,Antacid,Drops,250 mg,882.71,190,63,2026-09-07,Available
MED00439,Paracetamol,Omeprazole,Alkem,Painkiller,Capsule,500 mg,1452.63,795,33,2028-11-19,Available
MED00440,Omeprazole,Montelukast,Alkem,Respiratory,Tablet,500 mg,592.39,268,94,2028-09-11,Available
MED00441,Telmisartan,Calcium,Alkem,Antibiotic,Drops,10 ml,289.11,484,31,2027-12-06,Available
MED00442,Calcium,Metformin,Cipla,Antibiotic,Tablet,50 mg,1286.15,909,45,2026-11-22,Available
MED00443,Levocetirizine,Dolo 650,Torrent,Cardiology,Tablet,10 ml,864.58,759,55,2029-04-18,Available
MED00444,Pantoprazole,Iron Tablets,Sun Pharma,Antacid,Capsule,100 mg,426.77,251,54,2026-12-12,Available
MED00445,Aspirin,Telmisartan,Abbott,Painkiller,Drops,250 mg,1455.58,547,29,2029-05-11,Available
MED00446,Iron Tablets,Cefixime,Lupin,General Medicine,Capsule,100 mg,632.14,82,81,2027-12-25,Available
MED00447,Ceftriaxone,ORS,Dr. Reddy's,General Medicine,Drops,250 mg,953.21,812,35,2028-08-23,Available
MED00448,Iron Tablets,Crocin,Torrent,Painkiller,Capsule,5 ml,490.28,812,74,2029-03-30,Available
MED00449,ORS,Telmisartan,Torrent,Antacid,Capsule,250 mg,779.37,615,56,2028-11-11,Available
MED00450,Crocin,Iron Tablets,GSK,Respiratory,Tablet,500 mg,905.52,670,41,2028-05-26,Available
MED00451,Omeprazole,Ceftriaxone,Mankind,Respiratory,Injection,100 mg,362.46,78,91,2028-09-17,Available
MED00452,Paracetamol,Azithromycin,Lupin,Antibiotic,Capsule,10 ml,924.81,465,98,2028-09-02,Available
MED00453,Crocin,Domperidone,GSK,Respiratory,Syrup,500 mg,186.35,799,42,2028-03-09,Available
MED00454,Amoxicillin,Salbutamol,Lupin,Painkiller,Tablet,250 mg,659.17,617,97,2026-09-23,Available
MED00455,Domperidone,Dolo 650,Alkem,Antibiotic,Syrup,50 mg,1358.34,356,55,2028-03-07,Available
MED00456,Amlodipine,Crocin,Abbott,Antibiotic,Syrup,5 ml,761.26,825,75,2027-02-02,Available
MED00457,Dolo 650,Dolo 650,Abbott,Antidiabetic,Drops,250 mg,896.53,504,26,2028-01-24,Available
MED00458,Insulin,Iron Tablets,Pfizer,Antibiotic,Drops,10 ml,304.48,466,41,2027-02-10,Available
MED00459,Rabeprazole,Aspirin,Torrent,Cardiology,Capsule,250 mg,645.86,516,60,2027-12-07,Available
MED00460,ORS,Ibuprofen,Pfizer,Vitamin,Tablet,250 mg,1320.25,438,66,2026-07-28,Available
MED00461,Insulin,Rabeprazole,Cipla,Antibiotic,Tablet,250 mg,1356.17,693,78,2027-11-27,Available
MED00462,Cetirizine,Crocin,Lupin,Vitamin,Injection,50 mg,840.21,791,40,2027-05-07,Available
MED00463,Amoxicillin,Paracetamol,Torrent,Antibiotic,Tablet,10 ml,822.74,924,56,2027-11-07,Available
MED00464,Levocetirizine,Aspirin,Lupin,Antibiotic,Drops,650 mg,1264.25,161,73,2028-07-15,Available
MED00465,Telmisartan,Ceftriaxone,Torrent,Antibiotic,Drops,500 mg,1463.15,957,67,2028-03-29,Available
MED00466,Paracetamol,Domperidone,Mankind,Antacid,Capsule,100 mg,815.63,233,99,2028-03-30,Available
MED00467,Iron Tablets,Aspirin,Abbott,Cardiology,Tablet,650 mg,562.77,377,23,2027-08-02,Available
MED00468,Omeprazole,Levocetirizine,Dr. Reddy's,Respiratory,Drops,250 mg,781.02,333,24,2027-04-29,Available
MED00469,Calcium,Ceftriaxone,Cipla,Painkiller,Drops,650 mg,567.83,757,24,2029-02-15,Available
MED00470,Iron Tablets,Ibuprofen,Dr. Reddy's,Painkiller,Drops,5 ml,1252.65,274,92,2028-12-08,Available
MED00471,Omeprazole,Omeprazole,Dr. Reddy's,Antibiotic,Capsule,100 mg,666.0,884,50,2027-05-11,Available
MED00472,Metformin,ORS,Lupin,Antacid,Drops,250 mg,1490.48,473,75,2027-03-27,Available
MED00473,Telmisartan,Ranitidine,Torrent,Respiratory,Capsule,100 mg,747.72,590,58,2027-09-16,Available
MED00474,Atorvastatin,Dolo 650,Cipla,Cardiology,Drops,5 ml,326.81,490,93,2027-06-30,Available
MED00475,Cetirizine,Atorvastatin,GSK,Antibiotic,Injection,250 mg,966.83,90,96,2027-06-06,Available
